,block_id,previous_solution,timeout,initial_n_instrs,initial_estimated_size,initial_estimated_gas,rules,initial_length,saved_length,solver_time_in_sec,saved_size,saved_gas,model_found,shown_optimal,solution_found,optimized_n_instrs,optimized_length,optimized_estimated_size,optimized_estimated_gas,outcome
0,isolated_block_0_0,PUSH 1 PUSH 1 PUSH a0 SHL SUB DUP7 AND PUSH0 SWAP1 DUP2 MSTORE PUSH 3 PUSH 20 SWAP1 DUP2 MSTORE PUSH 40 DUP1 DUP4 KECCAK256 CALLER DUP5 MSTORE SWAP1 SWAP2 MSTORE SWAP1 KECCAK256 SLOAD DUP7 SWAP1 DUP6 SWAP1 DUP2 GT ISZERO DUP1 PUSH 363,50,34,46,2263,"EVAL ('160', '1', 'shl'),EVAL ('1461501637330902918203684832716283019655932542976', '1', '-')",38,4,50.11,-19,12,True,False,DUP6 DUP1 PUSH ffffffffffffffffffffffffffffffffffffffff AND PUSH 0 MSTORE DUP5 PUSH 0 PUSH 40 PUSH 3 PUSH 20 MSTORE PUSH 0 KECCAK256 CALLER PUSH 40 SWAP2 PUSH 20 MSTORE PUSH 0 MSTORE DUP2 SWAP2 POP SWAP1 KECCAK256 SLOAD DUP7 GT ISZERO SWAP8 SWAP8 DUP1 PUSH 363,34,34,65,2251,model
