,block_id,previous_solution,timeout,initial_n_instrs,initial_estimated_size,initial_estimated_gas,rules,initial_length,saved_length,model_found,shown_optimal,solver_time_in_sec,saved_size,saved_gas,outcome
0,isolated_block_0_0,SWAP1 POP PUSH0 DUP7 DUP2 MSTORE PUSH 20 DUP2 DUP2 MSTORE PUSH 40 DUP1 DUP4 KECCAK256 PUSH 1 PUSH 1 PUSH a0 SHL SUB DUP12 AND DUP5 MSTORE SWAP1 SWAP2 MSTORE DUP2 KECCAK256 DUP1 SLOAD DUP8 SWAP3 SWAP1 PUSH fda SWAP1 DUP5 SWAP1 PUSH 26a5,2,34,47,2263,"EVAL ('160', '1', 'shl'),EVAL ('1461501637330902918203684832716283019655932542976', '1', '-')",38,0,False,False,2.05,0,0,no_model
1,isolated_block_0_0,SWAP1 POP PUSH0 DUP7 DUP2 MSTORE PUSH 20 DUP2 DUP2 MSTORE PUSH 40 DUP1 DUP4 KECCAK256 PUSH 1 PUSH 1 PUSH a0 SHL SUB DUP12 AND DUP5 MSTORE SWAP1 SWAP2 MSTORE DUP2 KECCAK256 DUP1 SLOAD DUP8 SWAP3 SWAP1 PUSH fda SWAP1 DUP5 SWAP1 PUSH 26a5,2,34,47,2263,"EVAL ('160', '1', 'shl'),EVAL ('1461501637330902918203684832716283019655932542976', '1', '-')",38,0,False,False,2.05,0,0,no_model
