,block_id,previous_solution,timeout,initial_n_instrs,initial_estimated_size,initial_estimated_gas,rules,initial_length,saved_length,model_found,shown_optimal,solver_time_in_sec,saved_size,saved_gas,outcome
0,isolated_block_0_0,PUSH 20 SWAP1 DUP2 MUL SWAP2 SWAP1 SWAP2 ADD DUP2 ADD MLOAD PUSH0 DUP5 DUP2 MSTORE DUP1 DUP4 MSTORE PUSH 40 DUP1 DUP3 KECCAK256 PUSH 1 PUSH 1 PUSH a0 SHL SUB DUP15 AND DUP4 MSTORE SWAP1 SWAP4 MSTORE SWAP2 SWAP1 SWAP2 KECCAK256 SLOAD SWAP1 SWAP2 POP DUP2 DUP2 LT ISZERO PUSH 5da,2,43,54,2292,"EVAL ('160', '1', 'shl'),EVAL ('1461501637330902918203684832716283019655932542976', '1', '-')",47,0,False,False,2.1,0,0,no_model
1,isolated_block_0_0,PUSH 20 SWAP1 DUP2 MUL SWAP2 SWAP1 SWAP2 ADD DUP2 ADD MLOAD PUSH0 DUP5 DUP2 MSTORE DUP1 DUP4 MSTORE PUSH 40 DUP1 DUP3 KECCAK256 PUSH 1 PUSH 1 PUSH a0 SHL SUB DUP15 AND DUP4 MSTORE SWAP1 SWAP4 MSTORE SWAP2 SWAP1 SWAP2 KECCAK256 SLOAD SWAP1 SWAP2 POP DUP2 DUP2 LT ISZERO PUSH 5da,2,43,54,2292,"EVAL ('160', '1', 'shl'),EVAL ('1461501637330902918203684832716283019655932542976', '1', '-')",47,0,False,False,2.1,0,0,no_model
