,block_id,previous_solution,timeout,initial_n_instrs,initial_estimated_size,initial_estimated_gas,rules,initial_length,saved_length,model_found,shown_optimal,solver_time_in_sec,saved_size,saved_gas,outcome
0,isolated_block_0_0,PUSH 40 DUP1 MLOAD PUSH 20 DUP1 DUP3 ADD DUP4 MSTORE PUSH0 SWAP2 DUP3 SWAP1 MSTORE DUP9 DUP3 MSTORE DUP2 DUP2 MSTORE DUP3 DUP3 KECCAK256 PUSH 1 PUSH 1 PUSH a0 SHL SUB DUP12 AND DUP4 MSTORE SWAP1 MSTORE KECCAK256 SLOAD SWAP1 SWAP2 POP DUP5 DUP2 LT ISZERO PUSH 1a25,2,40,51,2281,"EVAL ('160', '1', 'shl'),EVAL ('1461501637330902918203684832716283019655932542976', '1', '-')",44,0,False,False,2.06,0,0,no_model
1,isolated_block_0_0,PUSH 40 DUP1 MLOAD PUSH 20 DUP1 DUP3 ADD DUP4 MSTORE PUSH0 SWAP2 DUP3 SWAP1 MSTORE DUP9 DUP3 MSTORE DUP2 DUP2 MSTORE DUP3 DUP3 KECCAK256 PUSH 1 PUSH 1 PUSH a0 SHL SUB DUP12 AND DUP4 MSTORE SWAP1 MSTORE KECCAK256 SLOAD SWAP1 SWAP2 POP DUP5 DUP2 LT ISZERO PUSH 1a25,2,40,51,2281,"EVAL ('160', '1', 'shl'),EVAL ('1461501637330902918203684832716283019655932542976', '1', '-')",44,0,False,False,2.06,0,0,no_model
