,block_id,previous_solution,timeout,initial_n_instrs,initial_estimated_size,initial_estimated_gas,rules,initial_length,saved_length,model_found,shown_optimal,solver_time_in_sec,saved_size,saved_gas,outcome
0,isolated_block_0_0,PUSH 20 MUL PUSH 20 ADD ADD MLOAD DUP2 MSTORE PUSH 20 ADD SWAP1 DUP2 MSTORE PUSH 20 ADD PUSH0 KECCAK256 PUSH0 DUP9 PUSH 1 PUSH 1 PUSH a0 SHL SUB AND PUSH 1 PUSH 1 PUSH a0 SHL SUB AND DUP2 MSTORE PUSH 20 ADD SWAP1 DUP2 MSTORE PUSH 20 ADD PUSH0 KECCAK256 PUSH0 DUP3 DUP3 SLOAD PUSH bfa SWAP2 SWAP1 PUSH 26a5,2,33,66,2299,"EVAL ('32', '0', '+'),EVAL ('32', '32', '+'),EVAL ('32', 's(8)', '+'),EVAL ('32', '32', '+'),EVAL ('160', '1', 'shl'),EVAL ('1461501637330902918203684832716283019655932542976', '1', '-'),EVAL ('160', '1', 'shl'),EVAL ('1461501637330902918203684832716283019655932542976', '1', '-'),AND(X,AND(X,Y))",50,0,False,False,2.07,0,0,no_model
1,isolated_block_0_0,PUSH 20 MUL PUSH 20 ADD ADD MLOAD DUP2 MSTORE PUSH 20 ADD SWAP1 DUP2 MSTORE PUSH 20 ADD PUSH0 KECCAK256 PUSH0 DUP9 PUSH 1 PUSH 1 PUSH a0 SHL SUB AND PUSH 1 PUSH 1 PUSH a0 SHL SUB AND DUP2 MSTORE PUSH 20 ADD SWAP1 DUP2 MSTORE PUSH 20 ADD PUSH0 KECCAK256 PUSH0 DUP3 DUP3 SLOAD PUSH bfa SWAP2 SWAP1 PUSH 26a5,2,33,66,2299,"EVAL ('32', '0', '+'),EVAL ('32', '32', '+'),EVAL ('32', 's(8)', '+'),EVAL ('32', '32', '+'),EVAL ('160', '1', 'shl'),EVAL ('1461501637330902918203684832716283019655932542976', '1', '-'),EVAL ('160', '1', 'shl'),EVAL ('1461501637330902918203684832716283019655932542976', '1', '-'),AND(X,AND(X,Y))",50,0,False,False,2.07,0,0,no_model
