,block_id,previous_solution,timeout,initial_n_instrs,initial_estimated_size,initial_estimated_gas,rules,initial_length,saved_length,model_found,shown_optimal,solver_time_in_sec,saved_size,saved_gas,outcome
0,isolated_block_0_0,DUP10 SWAP5 SWAP3 DUP7 SWAP8 SWAP5 SWAP3 SWAP8 MLOAD SWAP8 DUP9 SWAP6 PUSH 791ac947 PUSH e0 SHL DUP8 MSTORE PUSH a4 DUP8 ADD SWAP3 PUSH 4 DUP9 ADD MSTORE DUP8 PUSH 24 DUP9 ADD MSTORE PUSH a0 PUSH 44 DUP9 ADD MSTORE MLOAD DUP1 SWAP3 MSTORE PUSH c4 DUP7 ADD SWAP4 SWAP3 DUP8 SWAP1,60,44,57,138,"EVAL ('224', '2031798599', 'shl')",46,0,False,False,60.26,0,0,no_model
